# n, x, eps, P, P_e, P_std
2.3200000000e-01 5.8457270198e-02 2.2229949138e+02 7.2141853392e+00 4.9358673801e-01 3.3049159982e+00
2.3300000000e-01 5.8468766159e-02 2.2328857591e+02 7.3039871033e+00 4.9655566849e-01 3.3554939301e+00
2.3400000000e-01 5.8477614454e-02 2.2427813395e+02 7.3944072373e+00 4.9950000795e-01 3.4066532747e+00
2.3500000000e-01 5.8483823687e-02 2.2526816762e+02 7.4854429722e+00 5.0241932628e-01 3.4584012521e+00
2.3600000000e-01 5.8487402858e-02 2.2625867900e+02 7.5770914482e+00 5.0531320004e-01 3.5107405855e+00
2.3700000000e-01 5.8488361125e-02 2.2724967012e+02 7.6693497041e+00 5.0818120990e-01 3.5636770220e+00
2.3800000000e-01 5.8486707876e-02 2.2824114299e+02 7.7622146888e+00 5.1102294158e-01 3.6172150305e+00
2.3900000000e-01 5.8482452830e-02 2.2923309959e+02 7.8556832514e+00 5.1383798707e-01 3.6713593078e+00
2.4000000000e-01 5.8475605931e-02 2.3022554184e+02 7.9497521506e+00 5.1662594365e-01 3.7261156504e+00
2.4100000000e-01 5.8466177308e-02 2.3121847163e+02 8.0444180518e+00 5.1938641338e-01 3.7814868264e+00
2.4200000000e-01 5.8454177377e-02 2.3221189082e+02 8.1396775220e+00 5.2211900452e-01 3.8374804023e+00
2.4300000000e-01 5.8439616786e-02 2.3320580123e+02 8.2355270413e+00 5.2482333099e-01 3.8940965453e+00
2.4400000000e-01 5.8422506364e-02 2.3420020462e+02 8.3319629913e+00 5.2749901177e-01 3.9513424096e+00
2.4500000000e-01 5.8402857216e-02 2.3519510274e+02 8.4289816728e+00 5.3014567224e-01 4.0092247405e+00
2.4600000000e-01 5.8380680616e-02 2.3619049729e+02 8.5265792812e+00 5.3276294299e-01 4.0677465733e+00
2.4700000000e-01 5.8355988098e-02 2.3718638993e+02 8.6247519311e+00 5.3535046098e-01 4.1269109427e+00
2.4800000000e-01 5.8328791381e-02 2.3818278227e+02 8.7234956459e+00 5.3790786873e-01 4.1867257361e+00
2.4900000000e-01 5.8299102399e-02 2.3917967590e+02 8.8228063556e+00 5.4043481485e-01 4.2471940134e+00
2.5000000000e-01 5.8266933263e-02 2.4017707235e+02 8.9226799082e+00 5.4293095358e-01 4.3083223757e+00
2.5100000000e-01 5.8232296329e-02 2.4117497314e+02 9.0231120543e+00 5.4539594577e-01 4.3701127920e+00
2.5200000000e-01 5.8195204104e-02 2.4217337971e+02 9.1240984679e+00 5.4782945785e-01 4.4325734427e+00
2.5300000000e-01 5.8155669298e-02 2.4317229348e+02 9.2256347283e+00 5.5023116246e-01 4.4957054228e+00
2.5400000000e-01 5.8113704809e-02 2.4417171583e+02 9.3277163351e+00 5.5260073846e-01 4.5595178370e+00
2.5500000000e-01 5.8069323722e-02 2.4517164809e+02 9.4303386983e+00 5.5493787093e-01 4.6240106772e+00
2.5600000000e-01 5.8022539292e-02 2.4617209157e+02 9.5334971473e+00 5.5724225109e-01 4.6891953187e+00
2.5700000000e-01 5.7973364956e-02 2.4717304752e+02 9.6371869234e+00 5.5951357648e-01 4.7550726640e+00
2.5800000000e-01 5.7921814297e-02 2.4817451714e+02 9.7414031914e+00 5.6175155062e-01 4.8216451713e+00
2.5900000000e-01 5.7867901101e-02 2.4917650162e+02 9.8461410287e+00 5.6395588384e-01 4.8889278780e+00
2.6000000000e-01 5.7811639298e-02 2.5017900207e+02 9.9513954379e+00 5.6612629252e-01 4.9569102401e+00
2.6100000000e-01 5.7753042956e-02 2.5118201959e+02 1.0057161335e+01 5.6826249920e-01 5.0256104809e+00
2.6200000000e-01 5.7692126312e-02 2.5218555523e+02 1.0163433562e+01 5.7036423291e-01 5.0950268244e+00
2.6300000000e-01 5.7628903782e-02 2.5318960999e+02 1.0270206879e+01 5.7243122951e-01 5.1651694488e+00
2.6400000000e-01 5.7563389914e-02 2.5419418482e+02 1.0377475973e+01 5.7446323107e-01 5.2360383841e+00
2.6500000000e-01 5.7495599347e-02 2.5519928065e+02 1.0485235450e+01 5.7645998540e-01 5.3076406725e+00
2.6600000000e-01 5.7425546945e-02 2.5620489836e+02 1.0593479846e+01 5.7842124792e-01 5.3799831530e+00
2.6700000000e-01 5.7353247653e-02 2.5721103879e+02 1.0702203617e+01 5.8034677975e-01 5.4530679086e+00
2.6800000000e-01 5.7278716570e-02 2.5821770272e+02 1.0811401150e+01 5.8223634884e-01 5.5269024846e+00
2.6900000000e-01 5.7201968899e-02 2.5922489092e+02 1.0921066754e+01 5.8408972927e-01 5.6014908010e+00
2.7000000000e-01 5.7123020012e-02 2.6023260408e+02 1.1031194677e+01 5.8590670221e-01 5.6768365533e+00
2.7100000000e-01 5.7041885364e-02 2.6124084288e+02 1.1141779085e+01 5.8768705483e-01 5.7529507647e+00
2.7200000000e-01 5.6958580521e-02 2.6224960794e+02 1.1252814080e+01 5.8943058073e-01 5.8298318968e+00
2.7300000000e-01 5.6873121229e-02 2.6325889984e+02 1.1364293698e+01 5.9113708091e-01 5.9074866472e+00
2.7400000000e-01 5.6785523263e-02 2.6426871913e+02 1.1476211902e+01 5.9280636177e-01 5.9859231136e+00
2.7500000000e-01 5.6695802580e-02 2.6527906629e+02 1.1588562597e+01 5.9443823729e-01 6.0651438959e+00
2.7600000000e-01 5.6603975176e-02 2.6628994180e+02 1.1701339612e+01 5.9603252703e-01 6.1451545879e+00
2.7700000000e-01 5.6510057204e-02 2.6730134605e+02 1.1814536722e+01 5.9758905788e-01 6.2259621818e+00
2.7800000000e-01 5.6414064879e-02 2.6831327943e+02 1.1928147634e+01 5.9910766276e-01 6.3075723037e+00
2.7900000000e-01 5.6316014542e-02 2.6932574227e+02 1.2042165993e+01 6.0058818153e-01 6.3899878149e+00
2.8000000000e-01 5.6215922567e-02 2.7033873484e+02 1.2156585388e+01 6.0203045975e-01 6.4732122701e+00
2.8100000000e-01 5.6113805515e-02 2.7135225741e+02 1.2271399341e+01 6.0343435090e-01 6.5572527079e+00
2.8200000000e-01 5.6009679934e-02 2.7236631015e+02 1.2386601323e+01 6.0479971356e-01 6.6421187445e+00
2.8300000000e-01 5.5903562518e-02 2.7338089326e+02 1.2502184745e+01 6.0612641372e-01 6.7278097890e+00
2.8400000000e-01 5.5795470014e-02 2.7439600683e+02 1.2618142957e+01 6.0741432346e-01 6.8143366503e+00
2.8500000000e-01 5.5685419249e-02 2.7541165096e+02 1.2734469263e+01 6.0866332139e-01 6.9016987420e+00
2.8600000000e-01 5.5573427127e-02 2.7642782568e+02 1.2851156906e+01 6.0987329268e-01 6.9899097122e+00
2.8700000000e-01 5.5459510634e-02 2.7744453099e+02 1.2968199079e+01 6.1104412906e-01 7.0789657139e+00
2.8800000000e-01 5.5343686794e-02 2.7846176684e+02 1.3085588928e+01 6.1217572827e-01 7.1688722352e+00
2.8900000000e-01 5.5225972725e-02 2.7947953314e+02 1.3203319540e+01 6.1326799494e-01 7.2596432210e+00
2.9000000000e-01 5.5106385603e-02 2.8049782976e+02 1.3321383958e+01 6.1432083998e-01 7.3512748193e+00
2.9100000000e-01 5.4984942645e-02 2.8151665656e+02 1.3439775180e+01 6.1533418047e-01 7.4437838385e+00
2.9200000000e-01 5.4861661148e-02 2.8253601330e+02 1.3558486153e+01 6.1630794018e-01 7.5371661971e+00
2.9300000000e-01 5.4736558436e-02 2.8355589974e+02 1.3677509774e+01 6.1724204879e-01 7.6314316876e+00
2.9400000000e-01 5.4609651919e-02 2.8457631559e+02 1.3796838907e+01 6.1813644286e-01 7.7265806923e+00
2.9500000000e-01 5.4480959011e-02 2.8559726053e+02 1.3916466367e+01 6.1899106458e-01 7.8226216154e+00
2.9600000000e-01 5.4350497206e-02 2.8661873418e+02 1.4036384927e+01 6.1980586290e-01 7.9195695126e+00
2.9700000000e-01 5.4218284049e-02 2.8764073613e+02 1.4156587318e+01 6.2058079313e-01 8.0174065627e+00
2.9800000000e-01 5.4084337089e-02 2.8866326594e+02 1.4277066235e+01 6.2131581626e-01 8.1161665568e+00
2.9900000000e-01 5.3948673957e-02 2.8968632311e+02 1.4397814335e+01 6.2201090015e-01 8.2158295192e+00
3.0000000000e-01 5.3811312274e-02 2.9070990712e+02 1.4518824234e+01 6.2266601811e-01 8.3164212556e+00
3.0100000000e-01 5.3672269715e-02 2.9173401739e+02 1.4640088513e+01 6.2328114987e-01 8.4179400631e+00
3.0200000000e-01 5.3531564005e-02 2.9275865332e+02 1.4761599726e+01 6.2385628161e-01 8.5203823083e+00
3.0300000000e-01 5.3389212867e-02 2.9378381428e+02 1.4883350384e+01 6.2439140505e-01 8.6237667559e+00
3.0400000000e-01 5.3245234054e-02 2.9480949956e+02 1.5005332967e+01 6.2488651810e-01 8.7280878753e+00
3.0500000000e-01 5.3099645361e-02 2.9583570846e+02 1.5127539932e+01 6.2534162484e-01 8.8333654473e+00
3.0600000000e-01 5.2952464599e-02 2.9686244020e+02 1.5249963703e+01 6.2575673534e-01 8.9395934682e+00
3.0700000000e-01 5.2803709598e-02 2.9788969401e+02 1.5372596669e+01 6.2613186551e-01 9.0467826719e+00
3.0800000000e-01 5.2653398171e-02 2.9891746902e+02 1.5495431198e+01 6.2646703672e-01 9.1549313469e+00
3.0900000000e-01 5.2501548205e-02 2.9994576439e+02 1.5618459631e+01 6.2676227706e-01 9.2640545770e+00
3.1000000000e-01 5.2348177563e-02 3.0097457918e+02 1.5741674286e+01 6.2701761989e-01 9.3741583590e+00
3.1100000000e-01 5.2193304127e-02 3.0200391247e+02 1.5865067457e+01 6.2723310449e-01 9.4852381067e+00
3.1200000000e-01 5.2036945775e-02 3.0303376327e+02 1.5988631408e+01 6.2740877570e-01 9.5973070372e+00
3.1300000000e-01 5.1879120411e-02 3.0406413054e+02 1.6112358393e+01 6.2754468436e-01 9.7103692409e+00
3.1400000000e-01 5.1719845940e-02 3.0509501324e+02 1.6236240642e+01 6.2764088693e-01 9.8244365425e+00
3.1500000000e-01 5.1559140244e-02 3.0612641029e+02 1.6360270362e+01 6.2769744510e-01 9.9394990379e+00
3.1600000000e-01 5.1397021241e-02 3.0715832054e+02 1.6484439751e+01 6.2771442669e-01 1.0055584533e+01
3.1700000000e-01 5.1233506843e-02 3.0819074284e+02 1.6608740981e+01 6.2769190504e-01 1.0172675861e+01
3.1800000000e-01 5.1068614926e-02 3.0922367599e+02 1.6733166218e+01 6.2762995840e-01 1.0290798953e+01
3.1900000000e-01 5.0902363371e-02 3.1025711875e+02 1.6857707605e+01 6.2752867068e-01 1.0409945834e+01
3.2000000000e-01 5.0734770111e-02 3.1129106987e+02 1.6982357282e+01 6.2738813214e-01 1.0530130362e+01
